Name,Origin_Season,Origin_League,team,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,PL_Team,PL_Raw_GA,PL_Team_Avg_GA,Target_Relative_GA,Season_Control,Pre_PL_Expected_GA,Finishing_Overperf,League_Quality_Score
Youri Tielemans,1819,FRA-Ligue 1,Monaco,0.3202846975088967,0.0979868373154162,0.1082617743769362,Leicester,0.2843102843102843,0.3461415191766674,-0.0618312348663831,2018,0.2062486116923524,0.11403608581654431,0.8
Yves Bissouma,1718,FRA-Ligue 1,Lille,0.1735218508997429,0.1187248132969695,0.0437334416898633,Brighton,0.0,0.1654225589857084,-0.1654225589857084,2017,0.1624582549868328,0.01106359591291009,0.8
Zack Steffen,1920,GER-Bundesliga,Fortuna Duesseldorf,0.0,0.0,0.0022009118076633,Manchester City,0.0,0.402430282964126,-0.402430282964126,2019,0.0022009118076633,-0.0022009118076633,1.0
Zanka,1920,GER-Bundesliga,Fortuna Duesseldorf,0.1840490797546012,0.0,0.0134734599136867,Brentford,0.0,0.3086011732628274,-0.3086011732628274,2019,0.0134734599136867,0.1705756198409145,1.0
Zlatan Ibrahimovic,1516,FRA-Ligue 1,Paris Saint Germain,1.797884841363102,0.8392147064103923,0.3207373048904429,Manchester United,0.813141683778234,0.2630526412946497,0.5500890424835843,2015,1.1599520113008353,0.6379328300622666,0.8
Álex Moreno,2021,ESP-La Liga,Real Betis,0.1007274762171236,0.0529495692146378,0.1399897753245916,Aston Villa,0.200594353640416,0.2252782849402202,-0.0246839312998042,2020,0.1929393445392294,-0.0922118683221058,1.0
Álex Moreno,2223,ESP-La Liga,Real Betis,0.2,0.1026244522382815,0.1151717839141686,Aston Villa,0.1742497579864472,0.3634443339960239,-0.1891945760095766,2022,0.21779623615245008,-0.017796236152450073,1.0
Álvaro Morata,1617,ESP-La Liga,Real Madrid,1.2895927601809956,0.6460042246006329,0.2604252364638165,Chelsea,0.7394876752054133,0.2718401486988848,0.4676475265065284,2016,0.9064294610644494,0.3831632991165461,1.0
Álvaro Negredo,1516,ESP-La Liga,Valencia,0.5502183406113538,0.5308376723640156,0.2409140167017691,Middlesbrough,0.4047042545831892,0.1446080263059562,0.260096228277233,2015,0.7717516890657847,-0.22153334845443096,1.0
Ørjan Nyland,1617,GER-Bundesliga,Ingolstadt,0.0,0.0,0.0,Aston Villa,0.0,0.1920361479807963,-0.1920361479807963,2016,0.0,0.0,1.0
