Name,Origin_Season,Origin_League,team,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,PL_Team,PL_Raw_GA,PL_Team_Avg_GA,Target_Relative_GA,Season_Control
Timm Klose,1415,GER-Bundesliga,Wolfsburg,0.09384775808133473,0.02580541161756197,0.005530889444169708,Norwich,0.10600706713780919,0.1795966951407366,-0.0735896280029274,2014
Timm Klose,1516,GER-Bundesliga,Wolfsburg,0.14218009478672985,0.037361900255931495,0.002726260749225924,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2015
Timo Werner,1920,GER-Bundesliga,RasenBallsport Leipzig,1.1469026548672567,0.6746094274046147,0.3082609669165274,Chelsea,0.48368522072936665,0.2515188335358445,0.23216638719352217,2019
Timo Werner,2223,GER-Bundesliga,RasenBallsport Leipzig,0.549618320610687,0.445334940636886,0.13148644651847943,Tottenham,0.5441354292623942,0.37565070581062704,0.16848472345176718,2022
Timothy Castagne,1920,ITA-Serie A,Atalanta,0.1532349602724177,0.10092127228855542,0.1363041392283326,Leicester,0.19157088122605362,0.3095599393019727,-0.11798905807591906,2019
Tomer Hemed,1415,ESP-La Liga,Almeria,0.46272493573264784,0.3257507089032267,0.09199859818639976,Brighton,0.42402826855123676,0.19615613235585494,0.22787213619538182,2014
Trevoh Chalobah,2021,FRA-Ligue 1,Lorient,0.16078606520768202,0.09448310138192652,0.02999762788601303,Chelsea,0.0,0.16481082198659067,-0.16481082198659067,2020
Tyler Adams,2021,GER-Bundesliga,RasenBallsport Leipzig,0.09719222462203023,0.06735254976230616,0.04312093503427235,Leeds,0.0,0.20178776882909993,-0.20178776882909993,2020
Uwe Hünemeier,1415,GER-Bundesliga,Paderborn,0.1278409090909091,0.05983707932914099,0.039056938023184724,Brighton,0.0,0.19615613235585494,-0.19615613235585494,2014
Valentino Lazaro,1819,GER-Bundesliga,Hertha Berlin,0.2952971199416697,0.07128172295016612,0.21792958229114723,Newcastle United,0.19780219780219782,0.18125747372395998,0.016544724078237844,2018
Valon Behrami,1415,GER-Bundesliga,Hamburger SV,0.0,0.018423018476125777,0.011344848210405432,Watford,0.07009345794392523,0.15888300433317284,-0.08878954638924762,2014
Vicente Guaita,1718,ESP-La Liga,Getafe,0.0,0.0,0.004459151715943306,Crystal Palace,0.0,0.25731889018644544,-0.25731889018644544,2017
Vicente Iborra,1617,ESP-La Liga,Sevilla,0.5578512396694215,0.3417521736138185,0.12238112035830898,Leicester,0.1896067415730337,0.2708592777085928,-0.0812525361355591,2016
Vinicius Souza,2223,ESP-La Liga,Espanyol,0.07404360345536816,0.03413064152091214,0.017942085330413228,Sheffield United,0.033632286995515695,0.10514018691588785,-0.07150789992037215,2022
Víctor Camarasa,1718,ESP-La Liga,Real Betis,0.07182761372705507,0.10233163840307631,0.09166428992481633,Cardiff,0.3108211818879509,0.14433934474519688,0.166481837142754,2017
Víctor Ibarbo,1415,ITA-Serie A,Cagliari,0.27607361963190186,0.27398858162248796,0.2696638626783538,Watford,0.0,0.15888300433317284,-0.15888300433317284,2014
Wahbi Khazri,1415,FRA-Ligue 1,Bordeaux,0.5260960334029228,0.2234161868924761,0.17958979788459917,Sunderland,0.24839006439742412,0.1927733283665487,0.05561673603087541,2014
Wahbi Khazri,1516,FRA-Ligue 1,Bordeaux,0.6712243629583593,0.25543828598455737,0.2712565863527001,Sunderland,0.1092233009708738,0.1031452947917993,0.006078006179074488,2015
Wataru Endo,2223,GER-Bundesliga,VfB Stuttgart,0.27654489586889724,0.15866291356301931,0.13636375276626844,Liverpool,0.05238649592549476,0.3963987304877259,-0.3440122345622311,2022
Wesley Fofana,1920,FRA-Ligue 1,Saint-Etienne,0.0741962077493817,0.06123671300481983,0.0026765093898365342,Leicester,0.0,0.3095599393019727,-0.3095599393019727,2019
Wesley Hoedt,1617,ITA-Serie A,Lazio,0.09574468085106383,0.061005068819058386,0.006984560017256026,Southampton,0.03571428571428571,0.19229894985679866,-0.15658466414251293,2016
Weston McKennie,2021,ITA-Serie A,Juventus,0.3741092636579572,0.27787105629393155,0.2072159499936514,Leeds,0.06206896551724138,0.20178776882909993,-0.13971880331185854,2020
William Saliba,2021,FRA-Ligue 1,Nice,0.05,0.03870440078899264,0.00199285503476858,Arsenal,0.11166253101736973,0.4334823396083863,-0.32181980859101655,2020
Willian José,1920,ESP-La Liga,Real Sociedad,0.5317577548005908,0.5190936055590167,0.0727866417515137,Wolverhampton Wanderers,0.08014247551202137,0.16829491680659442,-0.08815244129457304,2019
Wilson Odobert,2223,FRA-Ligue 1,Troyes,0.3078677309007982,0.15076316619119867,0.09198938869683236,Burnley,0.20930232558139533,0.18817715263257934,0.021125172948815996,2022
Wout Faes,2021,FRA-Ligue 1,Reims,0.031002411298656565,0.04795128944298799,0.0016187971038856123,Leicester,0.0967741935483871,0.24627911633184274,-0.14950492278345565,2020
Wout Weghorst,2021,GER-Bundesliga,Wolfsburg,0.8530805687203792,0.4886037889696511,0.1653547529900445,Manchester United,0.11278195488721804,0.25831771321462044,-0.1455357583274024,2020
Xherdan Shaqiri,1415,ITA-Serie A,Inter,0.36535859269282817,0.09677405271260762,0.26699176196800356,Stoke,0.3909266409266409,0.21316134674245737,0.17776529418418355,2014
Yasser Larouci,2223,FRA-Ligue 1,Troyes,0.09911894273127754,0.02516860872638383,0.055964767516463475,Sheffield United,0.0,0.10514018691588785,-0.10514018691588785,2022
Yoane Wissa,2021,FRA-Ligue 1,Lorient,0.46787968808020797,0.31993070162896364,0.11948795737736714,Brentford,0.5685407454200885,0.3086011732628274,0.2599395721572611,2020
Yohan Benalouane,1415,ITA-Serie A,Atalanta,0.04111466423024212,0.028018491455834987,0.003176473724400955,Leicester,0.0,0.38566279535442527,-0.38566279535442527,2014
Yohan Cabaye,1415,FRA-Ligue 1,Paris Saint Germain,0.18652849740932645,0.10024207677943102,0.10247850604355337,Crystal Palace,0.19794721407624635,0.18311291963377416,0.014834294442472196,2014
Yoshinori Muto,1718,GER-Bundesliga,Mainz 05,0.47095761381475665,0.2271520642905819,0.08178619821402397,Newcastle United,0.17578125,0.21649586450060962,-0.04071461450060962,2017
Youri Tielemans,1718,FRA-Ligue 1,Monaco,0.05772931366260423,0.06987234507045201,0.0706565516300122,Leicester,0.5737704918032788,0.2264475444295815,0.3473229473736973,2017
Youri Tielemans,1819,FRA-Ligue 1,Monaco,0.32028469750889677,0.0979868373154162,0.10826177437693622,Leicester,0.2843102843102843,0.34614151917666747,-0.061831234866383145,2018
Yves Bissouma,1718,FRA-Ligue 1,Lille,0.17352185089974295,0.11872481329696957,0.0437334416898633,Brighton,0.0,0.1654225589857084,-0.1654225589857084,2017
Zack Steffen,1920,GER-Bundesliga,Fortuna Duesseldorf,0.0,0.0,0.0022009118076633002,Manchester City,0.0,0.402430282964126,-0.402430282964126,2019
Zanka,1920,GER-Bundesliga,Fortuna Duesseldorf,0.18404907975460122,0.0,0.013473459913686736,Brentford,0.0,0.3086011732628274,-0.3086011732628274,2019
Zlatan Ibrahimovic,1516,FRA-Ligue 1,Paris Saint Germain,1.7978848413631021,0.8392147064103923,0.32073730489044294,Manchester United,0.813141683778234,0.2630526412946497,0.5500890424835843,2015
Álex Moreno,2021,ESP-La Liga,Real Betis,0.10072747621712368,0.052949569214637816,0.13998977532459161,Aston Villa,0.20059435364041606,0.22527828494022026,-0.0246839312998042,2020
Álex Moreno,2223,ESP-La Liga,Real Betis,0.2,0.10262445223828157,0.11517178391416866,Aston Villa,0.17424975798644723,0.3634443339960239,-0.18919457600957665,2022
Álvaro Morata,1617,ESP-La Liga,Real Madrid,1.2895927601809956,0.6460042246006329,0.2604252364638165,Chelsea,0.7394876752054133,0.2718401486988848,0.46764752650652847,2016
Álvaro Negredo,1516,ESP-La Liga,Valencia,0.5502183406113538,0.5308376723640156,0.24091401670176912,Middlesbrough,0.40470425458318926,0.1446080263059562,0.26009622827723305,2015
Ørjan Nyland,1617,GER-Bundesliga,Ingolstadt,0.0,0.0,0.0,Aston Villa,0.0,0.19203614798079638,-0.19203614798079638,2016
